ID,Description,Cell,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment
HALLMARK_MYC_TARGETS_V1,HALLMARK_MYC_TARGETS_V1,A443654_S.R,192,-0.312725490737494,-1.35649076982432,0.014018691588785,0.0604960677555959,0.0420288470723087,4344,tags=42%, list=35%, signal=28%,HSP90AB1/HDAC2/PCBP1/DDX21/PSMC4/C1QBP/PSMB2/LDHA/CDK4/PSMB3/RPS2/KPNA2/RANBP1/PCNA/SNRPA/SMARCC1/USP1/PHB2/PGK1/RAN/RPL22/SERBP1/CNBP/HNRNPD/SRPK1/IFRD1/RPL6/PRDX4/PPM1G/XRCC6/EIF3J/TFDP1/EEF1B2/SF3B3/CUL1/DUT/NDUFAB1/G3BP1/EIF4E/RNPS1/NPM1/PA2G4/PSMD7/CCT7/NME1/MCM4/SET/GNL3/PRPF31/SNRPD1/RUVBL2/ODC1/RPLP0/CLNS1A/RPL18/NOP56/AP3S1/SF3A1/RPL14/PRDX3/SNRPG/NOLC1/MYC/CCT4/DEK/APEX1/PSMA7/UBA2/COX5A/RPS10/PSMA6/CCT2/GLO1/PSMA1/TCP1/PSMD8/SNRPA1/MAD2L1/U2AF1/EIF2S1
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,A443654_S.R,90,0.383212736499051,1.45600048818417,0.014519056261343,0.0604960677555959,0.0420288470723087,2011,tags=29%, list=16%, signal=24%,BCAT1/SRGN/CDKN2A/MMP9/TGFB2/ICAM1/HDAC9/F2/CSF1/RPL39/APBB1/DEGS1/TIMP1/DYRK3/HLA-A/IL7/TGFB1/ELF4/STAB1/B2M/IGSF6/GCNT1/HIF1A/ETS1/LIF/TRAF2
HALLMARK_INFLAMMATORY_RESPONSE,HALLMARK_INFLAMMATORY_RESPONSE,A443654_S.R,105,-0.354229513503632,-1.41396622422105,0.0241228070175439,0.0927800269905533,0.0644577029618581,1683,tags=26%, list=13%, signal=22%,KLF6/SGMS2/ATP2A2/SLC7A1/IRF1/CD55/GCH1/SLC11A2/PSEN1/RIPK2/MXD1/ATP2B1/ADRM1/IL18/TNFSF15/HBEGF/GNA15/CDKN1A/CD82/IL4R/EREG/RNF144B/P2RY2/F3/KCNMB2/IL1A/CCR7
HALLMARK_APOPTOSIS,HALLMARK_APOPTOSIS,A443654_S.R,129,-0.337486882675569,-1.38447126457795,0.0291479820627803,0.103591160220994,0.0719685955219541,2023,tags=28%, list=16%, signal=24%,TNFSF10/PSEN2/BIRC3/LGALS3/MADD/WEE1/CAV1/TOP2A/CASP1/IRF1/GSR/GCH1/PSEN1/CTH/EBP/CASP6/RETSAT/PLAT/FAS/GPX3/MCL1/VDAC2/BCL2L1/IFNGR1/IL18/BCL10/ERBB3/BMP2/GNA15/CDKN1A/ATF3/SAT1/EREG/CASP4/IL1A/TIMP3
HALLMARK_TGF_BETA_SIGNALING,HALLMARK_TGF_BETA_SIGNALING,A443654_S.R,52,0.431132479347607,1.45566514406733,0.0325047801147228,0.103591160220994,0.0719685955219541,1679,tags=25%, list=13%, signal=22%,ID2/SERPINE1/RAB31/ID3/NOG/THBS1/ACVR1/SMURF2/SMAD1/TGFB1/SMAD7/TGIF1/HDAC1
HALLMARK_MYOGENESIS,HALLMARK_MYOGENESIS,A443654_S.R,121,0.329342725053075,1.31357484721395,0.0331491712707182,0.103591160220994,0.0719685955219541,3168,tags=44%, list=25%, signal=33%,TPM2/COL6A2/FHL1/COL3A1/NQO1/GADD45B/CKB/SPARC/CDH13/SLC6A8/CNN3/BIN1/PDE4DIP/PPP1R3C/TAGLN/ADAM12/FGF2/SSPN/FXYD1/TGFB1/DMPK/MRAS/APP/DTNA/TPM3/PGAM2/SPHK1/PDLIM7/ITGA7/MYO1C/HDAC5/NAV2/CHRNG/SORBS3/TSC2/ATP2A1/AGRN/LPIN1/COL1A1/SPEG/COL4A2/FOXO4/CRAT/ADCY9/KCNH1/ATP6AP1/MAPK12/SVIL/IGFBP7/AEBP1/SH3BGR/TEAD4/FDPS
HALLMARK_COAGULATION,HALLMARK_COAGULATION,A443654_S.R,82,0.359983593520432,1.34851584813565,0.0457038391224863,0.134423056242607,0.0933886496001268,1492,tags=26%, list=12%, signal=23%,HTRA1/C1S/FN1/SERPINE1/MMP9/DPP4/SPARC/F2/CRIP2/THBS1/TMPRSS6/GP1BA/CAPN5/KLF7/TIMP1/FYN/BMP1/PROS1/PEF1/MASP2/CAPN2
HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,A443654_S.R,182,-0.288404902071041,-1.2418905573375,0.0567375886524823,0.157604412923562,0.109493592136369,2126,tags=25%, list=17%, signal=21%,LDHB/NDUFB8/PRDX3/NQO2/DLD/UQCRFS1/GPI/HADHA/COX7A2/MDH2/MTX2/NDUFB5/OGDH/ACAA1/NDUFS4/OAT/MRPL34/COX5A/SDHC/SUCLA2/ISCU/POLR2F/ETFA/NDUFB6/ACAT1/MTRR/MRPS30/COX7B/ABCB7/NDUFS6/MRPS12/RETSAT/NDUFA9/COX7C/SDHA/ECH1/TIMM50/UQCR10/SURF1/VDAC2/CYB5A/NDUFS7/COX17/NDUFA3/ISCA1/MPC1
HALLMARK_MTORC1_SIGNALING,HALLMARK_MTORC1_SIGNALING,A443654_S.R,189,-0.288721103470534,-1.24877052011353,0.0679156908665105,0.169312169312169,0.117627401837928,3151,tags=31%, list=25%, signal=23%,IDH1/P4HA1/USO1/TRIB3/GTF2H1/TUBG1/AK4/NFKBIB/LTA4H/DHFR/NFIL3/ALDOA/HK2/SLC2A3/IDI1/DDIT3/MCM4/CYP51A1/PITPNB/TMEM97/PNO1/SLC37A4/ABCF2/PPP1R15A/PNP/SLC1A4/GPI/PSMG1/DDX39A/ATP2A2/SDF2L1/ASNS/GSR/UFM1/CTH/EBP/SCD/UNG/RRM2/TOMM40/POLR3G/HMGCS1/RDH11/BHLHE40/MTHFD2L/PSPH/FKBP2/XBP1/ACSL3/CDKN1A/NUFIP1/IFI30/CD9/STC1/CORO1A/DDIT4/SLC7A5/DAPP1
HALLMARK_KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,A443654_S.R,76,0.355493624002302,1.31113744423795,0.0705009276437848,0.169312169312169,0.117627401837928,1567,tags=22%, list=12%, signal=20%,IGFBP2/MYOT/SLC6A14/EDN1/NPY4R/TGFB2/KCNE2/SYNPO/MAGIX/GP1BA/IDUA/TENM2/MAST3/MTHFR/HTR1D/IFI44L/AKR1B10
HALLMARK_CHOLESTEROL_HOMEOSTASIS,HALLMARK_CHOLESTEROL_HOMEOSTASIS,A443654_S.R,68,-0.360504246442127,-1.32295338685074,0.0711111111111111,0.169312169312169,0.117627401837928,3230,tags=43%, list=26%, signal=32%,CTNNB1/PLAUR/PLSCR1/TRIB3/MVK/FBXO6/HSD17B7/NFIL3/IDI1/S100A11/CLU/ACSS2/CYP51A1/TMEM97/ALDOC/PDK3/LGALS3/ANTXR2/SREBF2/FDFT1/EBP/ERRFI1/SCD/HMGCS1/ECH1/SEMA3B/CD9/ATF3/MAL2
HALLMARK_ANDROGEN_RESPONSE,HALLMARK_ANDROGEN_RESPONSE,A443654_S.R,88,-0.327430415610789,-1.26767967586835,0.087527352297593,0.192041788293133,0.133418505551018,1851,tags=33%, list=15%, signal=28%,UBE2J1/XRCC6/SGK1/NGLY1/PA2G4/PDLIM5/SEC24D/IDI1/UBE2I/PTK2B/CCND3/INPP4B/KRT8/HERC3/SLC38A2/MAK/GSR/SCD/HMGCS1/TNFAIP8/ADRM1/PGM3/SMS/ACSL3/AKAP12/HOMER2/SAT1/KRT19/MAP7
HALLMARK_APICAL_JUNCTION,HALLMARK_APICAL_JUNCTION,A443654_S.R,135,0.306610498090223,1.24854254889505,0.088339222614841,0.192041788293133,0.133418505551018,2250,tags=33%, list=18%, signal=28%,ICAM2/MYL9/TGFBI/EPB41L2/SLIT2/MMP9/THBS3/ICAM1/SDC3/CDSN/SIRPA/NEGR1/FLNC/AKT3/CLDN14/TNFRSF11B/VCAN/NEXN/HADH/BMP1/DSC3/NLGN2/TAOK2/SRC/ITGA9/SHC1/RSU1/ACTB/PARVA/INPPL1/SGCE/RASA1/MVD/ITGA10/COL16A1/VCL/GNAI2/TSC1/MYH10/MPZL1/MAPK11/PARD6G/TSPAN4/GAMT/SORBS3
HALLMARK_E2F_TARGETS,HALLMARK_E2F_TARGETS,A443654_S.R,194,-0.276649908368327,-1.20050968904011,0.105140186915888,0.219042056074766,0.152176586325627,3223,tags=30%, list=26%, signal=23%,PRDX4/DIAPH3/TACC3/XRCC6/HMMR/MXD3/SMC4/TUBG1/SMC3/CDKN1B/DUT/PA2G4/PRKDC/NCAPD2/CDKN3/NME1/ANP32E/MCM4/KIF22/UBE2T/PPP1R8/PDS5B/TUBB/RFC3/CCNE1/NOP56/RAD1/NUDT21/NOLC1/ING3/MYC/KIF18B/RAD50/DEK/PTTG1/TIPIN/DDX39A/SUV39H1/WEE1/DCTPP1/TOP2A/GINS3/ASF1A/MCM3/UNG/RRM2/PSMC3IP/MYBL2/POLE4/EXOSC8/PRIM2/MAD2L1/TRIP13/BRCA2/BRMS1L/DCLRE1B/EIF2S1/CDKN1A/HMGA1
HALLMARK_GLYCOLYSIS,HALLMARK_GLYCOLYSIS,A443654_S.R,170,0.282764019546313,1.18468315122959,0.13854351687389,0.27708703374778,0.192502570814247,2099,tags=22%, list=17%, signal=18%,SDC2/COL5A1/TGFBI/PLOD2/GPC4/SAP30/SDC3/TSTA3/ENO2/QSOX1/FUT8/GMPPA/PGLS/CAPN5/B3GAT3/VCAN/B3GALT6/IDUA/SPAG4/PAM/HS2ST1/PYGL/G6PD/DEPDC1/PGAM2/TALDO1/RRAGD/GLRX/PLOD1/DPYSL4/SOD1/TPST1/P4HA2/GALK1/GNE/ANGPTL4/HDLBP
HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_PI3K_AKT_MTOR_SIGNALING,A443654_S.R,85,-0.309045324015618,-1.18180431262701,0.154867256637168,0.290498974709501,0.201820340324495,1500,tags=27%, list=12%, signal=24%,PTPN11/CAB39L/RAF1/YWHAB/TRIB3/NFKBIB/PRKAR2A/CDKN1B/EIF4E/EGFR/DDIT3/CFL1/MKNK1/PLCB1/PLA2G12A/TIAM1/ATF1/RIPK1/HRAS/RPS6KA1/CDKN1A/SFN/DAPP1
HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_XENOBIOTIC_METABOLISM,A443654_S.R,134,-0.28736766923894,-1.18531209197111,0.161363636363636,0.290498974709501,0.201820340324495,1982,tags=28%, list=16%, signal=24%,GART/MPP2/CYFIP2/RAP1GAP/XDH/COMT/DHRS7/PC/PPARD/ATP2A2/MCCC2/ABHD6/PTS/DCXR/GSR/GCH1/MTHFD1/CASP6/UPP1/BPHL/PTGR1/SLC46A3/RETSAT/ACP2/ALDH3A1/FAS/ECH1/ENTPD5/CYB5A/ALDH2/MAN1A1/KYNU/MT2A/AKR1C2/BLVRB/JUP/SPINT2/PTGES
HALLMARK_G2M_CHECKPOINT,HALLMARK_G2M_CHECKPOINT,A443654_S.R,185,-0.26563009148641,-1.14219200641098,0.162679425837321,0.290498974709501,0.201820340324495,3327,tags=30%, list=27%, signal=22%,HNRNPD/STIL/SLC38A1/POLQ/TACC3/KIF20B/PRPF4B/RPS6KA5/HMMR/SMC4/TFDP1/CUL1/CASP8AP2/CDKN1B/NUSAP1/ORC5/TOP1/G3BP1/FBXO5/HMGN2/CDKN3/CDC7/KIF22/KIF11/SNRPD1/PDS5B/RBM14/ODC1/MNAT1/NOLC1/KATNA1/MYC/ODF2/TPX2/E2F2/PTTG1/DDX39A/SUV39H1/DMD/EFNA5/TOP2A/SLC7A1/CHMP1A/MCM3/UBE2C/MYBL2/PRIM2/MAD2L1/FOXN3/BRCA2/RBL1/TTK/HMGA1/MT2A/SLC7A5
HALLMARK_HYPOXIA,HALLMARK_HYPOXIA,A443654_S.R,156,0.266646645525123,1.10778145930286,0.238178633975482,0.410652817199106,0.285295641422537,2099,tags=24%, list=17%, signal=21%,SDC2/COL5A1/TGFBI/GPC4/SERPINE1/CHST3/SAP30/S100A4/CA12/SDC3/PRKCA/ENO2/IGFBP1/PPP1R3C/LOX/ILVBL/HAS1/KLF7/B3GALT6/PAM/SRPX/HMOX1/DTNA/BCL2/PGAM2/RRAGD/GLRX/DPYSL4/GCNT2/ETS1/TPST2/P4HA2/GBE1/GALK1/PFKFB3/ANGPTL4/HK1/HDLBP
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,A443654_S.R,105,-0.279129171743427,-1.11419067580306,0.254385964912281,0.423976608187135,0.29455216989843,3044,tags=26%, list=24%, signal=20%,EIF4G1/TTC37/NFYA/EIF4E/NPM1/ERN1/EIF4A3/TATDN2/NOP56/DCP1A/NOLC1/SLC1A4/CEBPG/YIF1A/ATF4/ASNS/DNAJA4/ALDH18A1/PAIP1/XBP1/SRPRB/SDAD1/EIF2S1/ATF3/VEGFA/DDIT4/SLC7A5
HALLMARK_INTERFERON_ALPHA_RESPONSE,HALLMARK_INTERFERON_ALPHA_RESPONSE,A443654_S.R,74,-0.293103422063871,-1.09648393236985,0.292841648590022,0.472325239661325,0.328141745448921,2215,tags=31%, list=18%, signal=26%,PROCR/TRIM14/PNPT1/HELZ2/IFIH1/TMEM140/DDX60/CASP1/MOV10/PSME2/IRF1/PARP9/PSME1/RIPK2/NCOA7/ELF1/IFI35/IFIT3/SAMD9/IFI30/HERC6/IL4R/IFIT2
HALLMARK_COMPLEMENT,HALLMARK_COMPLEMENT,A443654_S.R,137,0.262031447495041,1.06695819261205,0.317939609236234,0.496780639431616,0.345131812657754,1004,tags=13%, list=8%, signal=12%,ZEB1/C1S/FN1/SERPINE1/DPP4/DOCK10/ANXA5/PRSS3/CDH13/F2/TIMP2/TMPRSS6/GP1BA/CPM/TIMP1/FYN/PDP1/CALM3
HALLMARK_APICAL_SURFACE,HALLMARK_APICAL_SURFACE,A443654_S.R,27,0.357899812172825,1.04867905719793,0.404580152671756,0.613000231320842,0.425873844917638,1180,tags=19%, list=9%, signal=17%,HSPB1/GSTM3/CD160/SRPX/APP
HALLMARK_ADIPOGENESIS,HALLMARK_ADIPOGENESIS,A443654_S.R,172,0.2377827965991,0.996503182239425,0.444839857651246,0.651260504201681,0.452454666076957,3046,tags=30%, list=24%, signal=23%,LAMA4/MARC2/SLC27A1/FZD4/DDT/PEMT/PHLDB1/PEX14/LIPE/SSPN/HADH/UQCRQ/PPARG/ELMOD3/ACAA2/TALDO1/CDKN2C/DNAJB9/FAH/DNAJC15/COQ5/DECR1/SPARCL1/ITGA7/AIFM1/SOD1/GBE1/DHRS7B/NMT1/PFKFB3/IDH3G/HIBCH/ANGPTL4/C3/MGLL/RAB34/UQCR11/ABCB8/PDCD4/GPAM/AGPAT3/CRAT/TANK/SLC25A1/QDPR/STAT5A/ARL4A/UCP2/CD302/GPD2/NABP1
HALLMARK_MYC_TARGETS_V2,HALLMARK_MYC_TARGETS_V2,A443654_S.R,57,-0.280030801463856,-1.00282497916746,0.455882352941176,0.651260504201681,0.452454666076957,2847,tags=28%, list=23%, signal=22%,IPO4/HK2/NPM1/PA2G4/MCM4/MPHOSPH10/GNL3/TMEM97/NOP56/NOLC1/MYC/DCTPP1/MYBBP1A/UNG/PPRC1/BYSL
HALLMARK_UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,A443654_S.R,122,-0.242418378162116,-0.98800643223147,0.481400437636761,0.668611718939947,0.46450919421091,1699,tags=18%, list=14%, signal=16%,MARK2/ACAA1/IRF1/CLTB/ASNS/GCH1/PRKCD/HSPA2/MGAT1/CHRNA5/GPX3/NAT1/CREG1/SPR/BMP2/FOS/RRAD/ATF3/FOSB/EPCAM/CXCL2/AQP3
HALLMARK_MITOTIC_SPINDLE,HALLMARK_MITOTIC_SPINDLE,A443654_S.R,194,0.229563562905395,0.975748321227066,0.510452961672474,0.689801299557397,0.479230376534613,3037,tags=25%, list=24%, signal=19%,EPB41L2/BIN1/TRIO/ABR/SYNPO/CDC42BPA/NEDD9/ARL8A/PALLD/TAOK2/NCK2/MID1/NOTCH2/ALS2/BCL2L11/SSH2/CCDC88A/DOCK4/ARHGAP10/CLASP1/CENPF/ARHGAP29/RASA1/ARAP3/CYTH2/ARHGEF2/NEK2/SORBS2/ARHGEF11/VCL/KIFAP3/TSC1/MYH10/AKAP13/UXT/KNTC1/CENPJ/TLK1/CTTN/LMNB1/NUMA1/KIF1B/MAP3K11/ABL1/TUBGCP6/MARK4/WASF1/CAPZB
HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_FATTY_ACID_METABOLISM,A443654_S.R,127,-0.231159253628479,-0.943962666380464,0.594654788418708,0.770870920124652,0.535552428718179,2093,tags=24%, list=17%, signal=20%,ADSL/DLD/ACSM3/AUH/TP53INP2/MDH2/APEX1/S100A10/CPOX/ERP29/ACAA1/SDHC/SUCLA2/PTS/GCDH/PSME1/BPHL/ACOT2/RETSAT/HMGCS1/SDHA/RDH11/ALDH3A1/MCEE/LTC4S/ECH1/SMS/REEP6/GLUL/CCDC58
HALLMARK_NOTCH_SIGNALING,HALLMARK_NOTCH_SIGNALING,A443654_S.R,29,-0.303796040258085,-0.915409265660166,0.601279317697228,0.770870920124652,0.535552428718179,1639,tags=31%, list=13%, signal=27%,PSENEN/PPARD/MAML2/NOTCH3/LFNG/DTX1/RBX1/HES1/DTX4
HALLMARK_BILE_ACID_METABOLISM,HALLMARK_BILE_ACID_METABOLISM,A443654_S.R,70,0.255329708675268,0.927541721639858,0.620183486238532,0.775229357798165,0.538580395943988,2405,tags=24%, list=19%, signal=20%,ABCA4/ACSL5/LIPE/FDXR/FADS2/SLC27A5/HSD3B7/EFHC1/ABCA2/NR3C2/MLYCD/SOD1/ABCA3/SLC23A1/HSD17B11/SLC35B2/ATXN1
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY,HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY,A443654_S.R,44,0.264158655281802,0.87861012577139,0.680733944954128,0.818452380952381,0.568609022556391,2291,tags=27%, list=18%, signal=22%,NQO1/EGLN2/STK25/G6PD/ABCC1/GLRX/GLRX2/SOD1/NDUFS2/PDLIM1/MGST1/TXNRD1
HALLMARK_WNT_BETA_CATENIN_SIGNALING,HALLMARK_WNT_BETA_CATENIN_SIGNALING,A443654_S.R,28,-0.286848871096938,-0.859022232601816,0.6875,0.818452380952381,0.568609022556391,3790,tags=50%, list=30%, signal=35%,TCF7/NOTCH1/RBPJ/CTNNB1/CSNK1E/MAML1/CUL1/SKP2/PSEN2/MYC/NCSTN/PPARD/JAG2/PTCH1
HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_IL2_STAT5_SIGNALING,A443654_S.R,132,0.212735578108539,0.863846385171663,0.783687943262411,0.911265050305129,0.633089403369879,2137,tags=21%, list=17%, signal=18%,COL6A1/APLP1/ITGAV/MAP6/DENND5A/GADD45B/CD81/CSF1/PTRH2/RNH1/WLS/ANXA4/NRP1/BCL2/SOCS2/SPRY4/RRAGD/CST7/FAH/AHR/IGF2R/MYO1C/LIF/GABARAPL1/NCS1/BMPR2/COCH/MAPKAPK2
HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_IL6_JAK_STAT3_SIGNALING,A443654_S.R,50,0.24313178410699,0.812936982897433,0.805293005671078,0.915105688262588,0.635757636056114,1138,tags=18%, list=9%, signal=16%,ITGA4/CSF1/IL17RB/IRF9/IL6ST/IL7/PDGFC/HMOX1/TGFB1
HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_PANCREAS_BETA_CELLS,A443654_S.R,15,0.283765261566197,0.724272151337721,0.840319361277445,0.933688179197161,0.648667577126449,560,tags=13%, list=4%, signal=13%,DPP4/AKT3
HALLMARK_SPERMATOGENESIS,HALLMARK_SPERMATOGENESIS,A443654_S.R,65,-0.19634510790519,-0.716166564551237,0.934354485776805,1,0.694736842105263,2841,tags=23%, list=23%, signal=18%,PRKAR2A/CHFR/STRBP/CDKN3/RPL39L/IFT88/PSMG1/GSG1/BRAF/HSPA2/GMCL1/MLF1/TULP2/TTK/MAP7
