Gene,Hallmark.ID,Drug,NES,pvalue,p.adjust,qvalues
FBLN1,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Subtype_1.2,-2.3145974551038,0.00714285714285714,0.0396825396825397,0.0300751879699248
FBN1,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Subtype_1.2,-2.3145974551038,0.00714285714285714,0.0396825396825397,0.0300751879699248
FDXR,HALLMARK_P53_PATHWAY,Subtype_1.2,1.97761352192171,0.00111731843575419,0.0101010101010101,0.0076555023923445
FGFR3,HALLMARK_ESTROGEN_RESPONSE_LATE,Subtype_1.2,1.89497011365161,0.0011441647597254,0.0101010101010101,0.0076555023923445
FJX1,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Subtype_1.2,1.94901961902941,0.00112994350282486,0.0101010101010101,0.0076555023923445
FOS,HALLMARK_P53_PATHWAY,Subtype_1.2,1.97761352192171,0.00111731843575419,0.0101010101010101,0.0076555023923445
FOS,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Subtype_1.2,1.94901961902941,0.00112994350282486,0.0101010101010101,0.0076555023923445
FOS,HALLMARK_ESTROGEN_RESPONSE_EARLY,Subtype_1.2,1.67036556198079,0.00113765642775882,0.0101010101010101,0.0076555023923445
FOS,HALLMARK_ESTROGEN_RESPONSE_LATE,Subtype_1.2,1.89497011365161,0.0011441647597254,0.0101010101010101,0.0076555023923445
FOSB,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Subtype_1.2,1.94901961902941,0.00112994350282486,0.0101010101010101,0.0076555023923445
G3BP1,HALLMARK_MYC_TARGETS_V1,Subtype_1.2,1.47063020408691,0.00443951165371809,0.0277469478357381,0.0210292657281383
GADD45B,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Subtype_1.2,1.94901961902941,0.00112994350282486,0.0101010101010101,0.0076555023923445
GOT2,HALLMARK_MYC_TARGETS_V1,Subtype_1.2,1.47063020408691,0.00443951165371809,0.0277469478357381,0.0210292657281383
HES1,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Subtype_1.2,1.94901961902941,0.00112994350282486,0.0101010101010101,0.0076555023923445
HES1,HALLMARK_ESTROGEN_RESPONSE_EARLY,Subtype_1.2,1.67036556198079,0.00113765642775882,0.0101010101010101,0.0076555023923445
HR,HALLMARK_ESTROGEN_RESPONSE_EARLY,Subtype_1.2,1.67036556198079,0.00113765642775882,0.0101010101010101,0.0076555023923445
HR,HALLMARK_ESTROGEN_RESPONSE_LATE,Subtype_1.2,1.89497011365161,0.0011441647597254,0.0101010101010101,0.0076555023923445
HSPB8,HALLMARK_ESTROGEN_RESPONSE_EARLY,Subtype_1.2,1.67036556198079,0.00113765642775882,0.0101010101010101,0.0076555023923445
HSPB8,HALLMARK_ESTROGEN_RESPONSE_LATE,Subtype_1.2,1.89497011365161,0.0011441647597254,0.0101010101010101,0.0076555023923445
IER2,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Subtype_1.2,1.94901961902941,0.00112994350282486,0.0101010101010101,0.0076555023923445
IL15RA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Subtype_1.2,1.94901961902941,0.00112994350282486,0.0101010101010101,0.0076555023923445
IL15RA,HALLMARK_INFLAMMATORY_RESPONSE,Subtype_1.2,1.94131084916492,0.00121212121212121,0.0101010101010101,0.0076555023923445
IL17RB,HALLMARK_ESTROGEN_RESPONSE_EARLY,Subtype_1.2,1.67036556198079,0.00113765642775882,0.0101010101010101,0.0076555023923445
IL17RB,HALLMARK_ESTROGEN_RESPONSE_LATE,Subtype_1.2,1.89497011365161,0.0011441647597254,0.0101010101010101,0.0076555023923445
IL4R,HALLMARK_INFLAMMATORY_RESPONSE,Subtype_1.2,1.94131084916492,0.00121212121212121,0.0101010101010101,0.0076555023923445
IMP4,HALLMARK_MYC_TARGETS_V2,Subtype_1.2,1.66047301716383,0.00396825396825397,0.0277469478357381,0.0210292657281383
IMPA2,HALLMARK_ESTROGEN_RESPONSE_LATE,Subtype_1.2,1.89497011365161,0.0011441647597254,0.0101010101010101,0.0076555023923445
IRF1,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Subtype_1.2,1.94901961902941,0.00112994350282486,0.0101010101010101,0.0076555023923445
ISCU,HALLMARK_P53_PATHWAY,Subtype_1.2,1.97761352192171,0.00111731843575419,0.0101010101010101,0.0076555023923445
ITGB2,HALLMARK_KRAS_SIGNALING_UP,Subtype_1.2,1.67861523005053,0.00120627261761158,0.0101010101010101,0.0076555023923445
ITGB4,HALLMARK_P53_PATHWAY,Subtype_1.2,1.97761352192171,0.00111731843575419,0.0101010101010101,0.0076555023923445
JAG1,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Subtype_1.2,1.94901961902941,0.00112994350282486,0.0101010101010101,0.0076555023923445
JAG2,HALLMARK_P53_PATHWAY,Subtype_1.2,1.97761352192171,0.00111731843575419,0.0101010101010101,0.0076555023923445
JUNB,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Subtype_1.2,1.94901961902941,0.00112994350282486,0.0101010101010101,0.0076555023923445
KAZN,HALLMARK_ESTROGEN_RESPONSE_EARLY,Subtype_1.2,1.67036556198079,0.00113765642775882,0.0101010101010101,0.0076555023923445
KCNK5,HALLMARK_ESTROGEN_RESPONSE_EARLY,Subtype_1.2,1.67036556198079,0.00113765642775882,0.0101010101010101,0.0076555023923445
KCNK5,HALLMARK_ESTROGEN_RESPONSE_LATE,Subtype_1.2,1.89497011365161,0.0011441647597254,0.0101010101010101,0.0076555023923445
KCNMB2,HALLMARK_INFLAMMATORY_RESPONSE,Subtype_1.2,1.94131084916492,0.00121212121212121,0.0101010101010101,0.0076555023923445
KCNN4,HALLMARK_KRAS_SIGNALING_UP,Subtype_1.2,1.67861523005053,0.00120627261761158,0.0101010101010101,0.0076555023923445
KLF4,HALLMARK_P53_PATHWAY,Subtype_1.2,1.97761352192171,0.00111731843575419,0.0101010101010101,0.0076555023923445
KLF4,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Subtype_1.2,1.94901961902941,0.00112994350282486,0.0101010101010101,0.0076555023923445
KLF4,HALLMARK_ESTROGEN_RESPONSE_EARLY,Subtype_1.2,1.67036556198079,0.00113765642775882,0.0101010101010101,0.0076555023923445
KLF4,HALLMARK_ESTROGEN_RESPONSE_LATE,Subtype_1.2,1.89497011365161,0.0011441647597254,0.0101010101010101,0.0076555023923445
KLF4,HALLMARK_KRAS_SIGNALING_UP,Subtype_1.2,1.67861523005053,0.00120627261761158,0.0101010101010101,0.0076555023923445
KRT15,HALLMARK_ESTROGEN_RESPONSE_EARLY,Subtype_1.2,1.67036556198079,0.00113765642775882,0.0101010101010101,0.0076555023923445
KRT17,HALLMARK_P53_PATHWAY,Subtype_1.2,1.97761352192171,0.00111731843575419,0.0101010101010101,0.0076555023923445
LCP1,HALLMARK_KRAS_SIGNALING_UP,Subtype_1.2,1.67861523005053,0.00120627261761158,0.0101010101010101,0.0076555023923445
LLGL2,HALLMARK_ESTROGEN_RESPONSE_LATE,Subtype_1.2,1.89497011365161,0.0011441647597254,0.0101010101010101,0.0076555023923445
LSM7,HALLMARK_MYC_TARGETS_V1,Subtype_1.2,1.47063020408691,0.00443951165371809,0.0277469478357381,0.0210292657281383
MDM2,HALLMARK_P53_PATHWAY,Subtype_1.2,1.97761352192171,0.00111731843575419,0.0101010101010101,0.0076555023923445
MET,HALLMARK_INFLAMMATORY_RESPONSE,Subtype_1.2,1.94131084916492,0.00121212121212121,0.0101010101010101,0.0076555023923445
MMP14,HALLMARK_INFLAMMATORY_RESPONSE,Subtype_1.2,1.94131084916492,0.00121212121212121,0.0101010101010101,0.0076555023923445
MYC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Subtype_1.2,1.94901961902941,0.00112994350282486,0.0101010101010101,0.0076555023923445
MYC,HALLMARK_ESTROGEN_RESPONSE_EARLY,Subtype_1.2,1.67036556198079,0.00113765642775882,0.0101010101010101,0.0076555023923445
MYC,HALLMARK_INFLAMMATORY_RESPONSE,Subtype_1.2,1.94131084916492,0.00121212121212121,0.0101010101010101,0.0076555023923445
MYC,HALLMARK_MYC_TARGETS_V2,Subtype_1.2,1.66047301716383,0.00396825396825397,0.0277469478357381,0.0210292657281383
MYC,HALLMARK_MYC_TARGETS_V1,Subtype_1.2,1.47063020408691,0.00443951165371809,0.0277469478357381,0.0210292657281383
MYL9,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Subtype_1.2,-2.3145974551038,0.00714285714285714,0.0396825396825397,0.0300751879699248
NADSYN1,HALLMARK_ESTROGEN_RESPONSE_EARLY,Subtype_1.2,1.67036556198079,0.00113765642775882,0.0101010101010101,0.0076555023923445
NCBP1,HALLMARK_MYC_TARGETS_V1,Subtype_1.2,1.47063020408691,0.00443951165371809,0.0277469478357381,0.0210292657281383
NCBP2,HALLMARK_MYC_TARGETS_V1,Subtype_1.2,1.47063020408691,0.00443951165371809,0.0277469478357381,0.0210292657281383
NMU,HALLMARK_ESTROGEN_RESPONSE_LATE,Subtype_1.2,1.89497011365161,0.0011441647597254,0.0101010101010101,0.0076555023923445
NOC4L,HALLMARK_MYC_TARGETS_V2,Subtype_1.2,1.66047301716383,0.00396825396825397,0.0277469478357381,0.0210292657281383
NOP2,HALLMARK_MYC_TARGETS_V2,Subtype_1.2,1.66047301716383,0.00396825396825397,0.0277469478357381,0.0210292657281383
NOTCH1,HALLMARK_P53_PATHWAY,Subtype_1.2,1.97761352192171,0.00111731843575419,0.0101010101010101,0.0076555023923445
NXT1,HALLMARK_ESTROGEN_RESPONSE_EARLY,Subtype_1.2,1.67036556198079,0.00113765642775882,0.0101010101010101,0.0076555023923445
NXT1,HALLMARK_ESTROGEN_RESPONSE_LATE,Subtype_1.2,1.89497011365161,0.0011441647597254,0.0101010101010101,0.0076555023923445
PCDH7,HALLMARK_INFLAMMATORY_RESPONSE,Subtype_1.2,1.94131084916492,0.00121212121212121,0.0101010101010101,0.0076555023923445
PES1,HALLMARK_MYC_TARGETS_V2,Subtype_1.2,1.66047301716383,0.00396825396825397,0.0277469478357381,0.0210292657281383
PHLDA2,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Subtype_1.2,1.94901961902941,0.00112994350282486,0.0101010101010101,0.0076555023923445
PHLDA3,HALLMARK_P53_PATHWAY,Subtype_1.2,1.97761352192171,0.00111731843575419,0.0101010101010101,0.0076555023923445
PLAU,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Subtype_1.2,1.94901961902941,0.00112994350282486,0.0101010101010101,0.0076555023923445
PLAU,HALLMARK_KRAS_SIGNALING_UP,Subtype_1.2,1.67861523005053,0.00120627261761158,0.0101010101010101,0.0076555023923445
PLK1,HALLMARK_MYC_TARGETS_V2,Subtype_1.2,1.66047301716383,0.00396825396825397,0.0277469478357381,0.0210292657281383
PMEPA1,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Subtype_1.2,-2.3145974551038,0.00714285714285714,0.0396825396825397,0.0300751879699248
PPIA,HALLMARK_MYC_TARGETS_V1,Subtype_1.2,1.47063020408691,0.00443951165371809,0.0277469478357381,0.0210292657281383
PRKG2,HALLMARK_KRAS_SIGNALING_UP,Subtype_1.2,1.67861523005053,0.00120627261761158,0.0101010101010101,0.0076555023923445
PSMA6,HALLMARK_MYC_TARGETS_V1,Subtype_1.2,1.47063020408691,0.00443951165371809,0.0277469478357381,0.0210292657281383
PSMC4,HALLMARK_MYC_TARGETS_V1,Subtype_1.2,1.47063020408691,0.00443951165371809,0.0277469478357381,0.0210292657281383
PSMD7,HALLMARK_MYC_TARGETS_V1,Subtype_1.2,1.47063020408691,0.00443951165371809,0.0277469478357381,0.0210292657281383
PTGER4,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Subtype_1.2,1.94901961902941,0.00112994350282486,0.0101010101010101,0.0076555023923445
PTGER4,HALLMARK_INFLAMMATORY_RESPONSE,Subtype_1.2,1.94131084916492,0.00121212121212121,0.0101010101010101,0.0076555023923445
PUS1,HALLMARK_MYC_TARGETS_V2,Subtype_1.2,1.66047301716383,0.00396825396825397,0.0277469478357381,0.0210292657281383
RAB40C,HALLMARK_P53_PATHWAY,Subtype_1.2,1.97761352192171,0.00111731843575419,0.0101010101010101,0.0076555023923445
RAD23B,HALLMARK_MYC_TARGETS_V1,Subtype_1.2,1.47063020408691,0.00443951165371809,0.0277469478357381,0.0210292657281383
RALGDS,HALLMARK_P53_PATHWAY,Subtype_1.2,1.97761352192171,0.00111731843575419,0.0101010101010101,0.0076555023923445
RANBP1,HALLMARK_MYC_TARGETS_V1,Subtype_1.2,1.47063020408691,0.00443951165371809,0.0277469478357381,0.0210292657281383
RCL1,HALLMARK_MYC_TARGETS_V2,Subtype_1.2,1.66047301716383,0.00396825396825397,0.0277469478357381,0.0210292657281383
RFC4,HALLMARK_MYC_TARGETS_V1,Subtype_1.2,1.47063020408691,0.00443951165371809,0.0277469478357381,0.0210292657281383
RHOD,HALLMARK_ESTROGEN_RESPONSE_EARLY,Subtype_1.2,1.67036556198079,0.00113765642775882,0.0101010101010101,0.0076555023923445
RNF144B,HALLMARK_INFLAMMATORY_RESPONSE,Subtype_1.2,1.94131084916492,0.00121212121212121,0.0101010101010101,0.0076555023923445
RPL18,HALLMARK_MYC_TARGETS_V1,Subtype_1.2,1.47063020408691,0.00443951165371809,0.0277469478357381,0.0210292657281383
RPL34,HALLMARK_MYC_TARGETS_V1,Subtype_1.2,1.47063020408691,0.00443951165371809,0.0277469478357381,0.0210292657281383
RPLP0,HALLMARK_MYC_TARGETS_V1,Subtype_1.2,1.47063020408691,0.00443951165371809,0.0277469478357381,0.0210292657281383
RRAD,HALLMARK_P53_PATHWAY,Subtype_1.2,1.97761352192171,0.00111731843575419,0.0101010101010101,0.0076555023923445
RSL1D1,HALLMARK_MYC_TARGETS_V1,Subtype_1.2,1.47063020408691,0.00443951165371809,0.0277469478357381,0.0210292657281383
RUVBL2,HALLMARK_MYC_TARGETS_V1,Subtype_1.2,1.47063020408691,0.00443951165371809,0.0277469478357381,0.0210292657281383
RXRA,HALLMARK_P53_PATHWAY,Subtype_1.2,1.97761352192171,0.00111731843575419,0.0101010101010101,0.0076555023923445
SATB1,HALLMARK_KRAS_SIGNALING_UP,Subtype_1.2,1.67861523005053,0.00120627261761158,0.0101010101010101,0.0076555023923445
SDC1,HALLMARK_P53_PATHWAY,Subtype_1.2,1.97761352192171,0.00111731843575419,0.0101010101010101,0.0076555023923445
SERPINA1,HALLMARK_ESTROGEN_RESPONSE_LATE,Subtype_1.2,1.89497011365161,0.0011441647597254,0.0101010101010101,0.0076555023923445
SERPINE2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Subtype_1.2,-2.3145974551038,0.00714285714285714,0.0396825396825397,0.0300751879699248
SFN,HALLMARK_P53_PATHWAY,Subtype_1.2,1.97761352192171,0.00111731843575419,0.0101010101010101,0.0076555023923445
SFN,HALLMARK_ESTROGEN_RESPONSE_EARLY,Subtype_1.2,1.67036556198079,0.00113765642775882,0.0101010101010101,0.0076555023923445
SFN,HALLMARK_ESTROGEN_RESPONSE_LATE,Subtype_1.2,1.89497011365161,0.0011441647597254,0.0101010101010101,0.0076555023923445
SGCB,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Subtype_1.2,-2.3145974551038,0.00714285714285714,0.0396825396825397,0.0300751879699248
SIK1,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Subtype_1.2,1.94901961902941,0.00112994350282486,0.0101010101010101,0.0076555023923445
SLC3A2,HALLMARK_P53_PATHWAY,Subtype_1.2,1.97761352192171,0.00111731843575419,0.0101010101010101,0.0076555023923445
SNRPD2,HALLMARK_MYC_TARGETS_V1,Subtype_1.2,1.47063020408691,0.00443951165371809,0.0277469478357381,0.0210292657281383
SORD,HALLMARK_ESTROGEN_RESPONSE_LATE,Subtype_1.2,1.89497011365161,0.0011441647597254,0.0101010101010101,0.0076555023923445
SORD,HALLMARK_MYC_TARGETS_V2,Subtype_1.2,1.66047301716383,0.00396825396825397,0.0277469478357381,0.0210292657281383
STOM,HALLMARK_P53_PATHWAY,Subtype_1.2,1.97761352192171,0.00111731843575419,0.0101010101010101,0.0076555023923445
SUPV3L1,HALLMARK_MYC_TARGETS_V2,Subtype_1.2,1.66047301716383,0.00396825396825397,0.0277469478357381,0.0210292657281383
SYBU,HALLMARK_ESTROGEN_RESPONSE_EARLY,Subtype_1.2,1.67036556198079,0.00113765642775882,0.0101010101010101,0.0076555023923445
SYT12,HALLMARK_ESTROGEN_RESPONSE_EARLY,Subtype_1.2,1.67036556198079,0.00113765642775882,0.0101010101010101,0.0076555023923445
TBC1D30,HALLMARK_ESTROGEN_RESPONSE_EARLY,Subtype_1.2,1.67036556198079,0.00113765642775882,0.0101010101010101,0.0076555023923445
TCOF1,HALLMARK_MYC_TARGETS_V2,Subtype_1.2,1.66047301716383,0.00396825396825397,0.0277469478357381,0.0210292657281383
TIMP1,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Subtype_1.2,-2.3145974551038,0.00714285714285714,0.0396825396825397,0.0300751879699248
TNFAIP2,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Subtype_1.2,1.94901961902941,0.00112994350282486,0.0101010101010101,0.0076555023923445
TNFAIP8,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Subtype_1.2,1.94901961902941,0.00112994350282486,0.0101010101010101,0.0076555023923445
TNNI1,HALLMARK_P53_PATHWAY,Subtype_1.2,1.97761352192171,0.00111731843575419,0.0101010101010101,0.0076555023923445
TOB1,HALLMARK_P53_PATHWAY,Subtype_1.2,1.97761352192171,0.00111731843575419,0.0101010101010101,0.0076555023923445
TOB1,HALLMARK_ESTROGEN_RESPONSE_EARLY,Subtype_1.2,1.67036556198079,0.00113765642775882,0.0101010101010101,0.0076555023923445
TOB1,HALLMARK_ESTROGEN_RESPONSE_LATE,Subtype_1.2,1.89497011365161,0.0011441647597254,0.0101010101010101,0.0076555023923445
TP53,HALLMARK_P53_PATHWAY,Subtype_1.2,1.97761352192171,0.00111731843575419,0.0101010101010101,0.0076555023923445
TP63,HALLMARK_P53_PATHWAY,Subtype_1.2,1.97761352192171,0.00111731843575419,0.0101010101010101,0.0076555023923445
TPM2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Subtype_1.2,-2.3145974551038,0.00714285714285714,0.0396825396825397,0.0300751879699248
TRIM29,HALLMARK_ESTROGEN_RESPONSE_LATE,Subtype_1.2,1.89497011365161,0.0011441647597254,0.0101010101010101,0.0076555023923445
TSPAN1,HALLMARK_KRAS_SIGNALING_UP,Subtype_1.2,1.67861523005053,0.00120627261761158,0.0101010101010101,0.0076555023923445
TUFM,HALLMARK_MYC_TARGETS_V1,Subtype_1.2,1.47063020408691,0.00443951165371809,0.0277469478357381,0.0210292657281383
UPP1,HALLMARK_P53_PATHWAY,Subtype_1.2,1.97761352192171,0.00111731843575419,0.0101010101010101,0.0076555023923445
VEGFA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Subtype_1.2,1.94901961902941,0.00112994350282486,0.0101010101010101,0.0076555023923445
VEGFC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Subtype_1.2,-2.3145974551038,0.00714285714285714,0.0396825396825397,0.0300751879699248
YWHAQ,HALLMARK_MYC_TARGETS_V1,Subtype_1.2,1.47063020408691,0.00443951165371809,0.0277469478357381,0.0210292657281383
ZNF277,HALLMARK_KRAS_SIGNALING_UP,Subtype_1.2,1.67861523005053,0.00120627261761158,0.0101010101010101,0.0076555023923445
A2M,HALLMARK_COAGULATION,Organ_1.2,1.81593203990022,0.00202839756592292,0.00862663906142167,0.00635647088736334
ABCC3,HALLMARK_XENOBIOTIC_METABOLISM,Organ_1.2,1.63241371576689,0.00201612903225806,0.00862663906142167,0.00635647088736334
ACVR2A,HALLMARK_UV_RESPONSE_DN,Organ_1.2,1.5089647101451,0.00826446280991736,0.0275482093663912,0.0202986805857619
ADAM8,HALLMARK_KRAS_SIGNALING_UP,Organ_1.2,-1.67095091458233,0.00194174757281553,0.00862663906142167,0.00635647088736334
ADRM1,HALLMARK_INFLAMMATORY_RESPONSE,Organ_1.2,-1.81748799872549,0.00194174757281553,0.00862663906142167,0.00635647088736334
AEBP1,HALLMARK_MYOGENESIS,Organ_1.2,1.60359001938376,0.00204918032786885,0.00862663906142167,0.00635647088736334
AGR2,HALLMARK_ESTROGEN_RESPONSE_LATE,Organ_1.2,-1.77960789946044,0.00193050193050193,0.00862663906142167,0.00635647088736334
AKR1C3,HALLMARK_XENOBIOTIC_METABOLISM,Organ_1.2,1.63241371576689,0.00201612903225806,0.00862663906142167,0.00635647088736334
AKT2,HALLMARK_MYOGENESIS,Organ_1.2,1.60359001938376,0.00204918032786885,0.00862663906142167,0.00635647088736334
ALDH1A3,HALLMARK_KRAS_SIGNALING_UP,Organ_1.2,-1.67095091458233,0.00194174757281553,0.00862663906142167,0.00635647088736334
ALDH2,HALLMARK_XENOBIOTIC_METABOLISM,Organ_1.2,1.63241371576689,0.00201612903225806,0.00862663906142167,0.00635647088736334
ANO1,HALLMARK_KRAS_SIGNALING_UP,Organ_1.2,-1.67095091458233,0.00194174757281553,0.00862663906142167,0.00635647088736334
APLP1,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Organ_1.2,2.64760644918677,0.0020703933747412,0.00862663906142167,0.00635647088736334
