"Gene","mean.CCA1","mean.CCA2","ratio","wilcox.pvalue","VIP.rf","Accuracy.rf","VIP.plsda","Accuracy.plsda","Drug"
"AKR1C2",2.87557210303834,4.82584155147376,0.595869564378916,0.0389950925183078,97.7250165453342,0.8,100,1,"A443654"
"ATP2B1",4.41206258576463,5.17814355725222,0.852054899015949,0.039170166029984,11.7140966247518,0.8,0.669100440179335,1,"A443654"
"CDCA3",4.35370515073499,3.47073099242054,1.25440581832551,0.039170166029984,76.5138980807412,0.8,28.7365474031663,1,"A443654"
"MATN2",2.90615440844262,1.58702679672247,1.83119429013071,0.039170166029984,6.84976836532098,0.8,6.612107739312,1,"A443654"
"MREG",2.03321550376394,2.97057576657856,0.684451656355412,0.039170166029984,25.7114493712773,0.8,1.86943478757167,1,"A443654"
"RPA1",5.25973567967863,4.53059546397652,1.16093695001013,0.039170166029984,29.0205162144275,0.8,5.06334973661912,1,"A443654"
"SLC6A8",4.06453836086857,2.81120457655393,1.44583513941594,0.039170166029984,36.8795499669093,0.8,42.9540260146106,1,"A443654"
"XBP1",4.40895718588066,5.08928317903522,0.866321843524624,0.039170166029984,19.5234943745864,0.8,9.20110941512387,1,"A443654"
"IMPDH2",8.35083765214532,7.21507915056423,1.15741455885377,0.00316694038165669,27.1966527196653,0.6,18.3020880026917,0.8,"Sunitinib"
"CDKN2A",3.70746924482637,0.38348835012469,9.66774934263557,0.00388866791699465,58.9958158995816,0.6,100,0.8,"Sunitinib"
"CDKN2B",3.38887916148645,0.34931796541014,9.70141675223464,0.00388866791699465,59.4142259414226,0.6,93.9973772339052,0.8,"Sunitinib"
"FDFT1",5.4832202346635,4.09402128147789,1.33932382312486,0.00457792235768561,66.3179916317992,0.6,45.0222766544864,0.8,"Sunitinib"
"HUS1",2.97461660579636,2.15877077069651,1.37792147557965,0.00457792235768561,58.7866108786611,0.6,19.7049532909529,0.8,"Sunitinib"
"RRP8",3.03044759381967,1.62008951295922,1.87054330614382,0.00457792235768561,37.4476987447699,0.6,31.9086554490105,0.8,"Sunitinib"
"ICAM1",3.8228796818976,1.70442470639612,2.24291496570758,0.00653616117424268,29.9163179916318,0.6,47.0277785209716,0.8,"Sunitinib"
"MCM2",5.10074406259634,4.03954101495716,1.26270386752106,0.00653616117424268,42.4686192468619,0.6,19.5125414256391,0.8,"Sunitinib"
"PPAN",5.70881049418649,4.77457623924751,1.1956685176078,0.00653616117424268,16.1087866108787,0.6,17.9408505420281,0.8,"Sunitinib"
"EXOSC7",4.73346153294743,3.7476881040098,1.26303507698064,0.00921779734705493,76.1506276150628,0.6,22.3088013325204,0.8,"Sunitinib"
"IL17RB",6.46191801270781,5.3385682936291,1.21042153200874,0.00921779734705493,19.8744769874477,0.6,21.4800806538667,0.8,"Sunitinib"
"LAS1L",5.05524995210518,3.75125448542054,1.34761583671614,0.00921779734705493,79.2887029288703,0.6,33.4564494786169,0.8,"Sunitinib"
"PRPS1",4.52909552105801,3.43371959477219,1.31900564273027,0.00921779734705493,30.8577405857741,0.6,24.2449045811814,0.8,"Sunitinib"
"SQLE",5.04298906335898,4.15535359116579,1.21361250077016,0.00921779734705493,50.9414225941423,0.6,18.5462473118349,0.8,"Sunitinib"
"SRM",5.50172385407001,3.77605418008615,1.45700341988856,0.00921779734705493,12.1338912133891,0.6,17.0888960478234,0.8,"Sunitinib"
"DHCR7",4.84555985774551,3.66051906480549,1.32373572489589,0.0128412623372195,63.3891213389121,0.6,37.1339627270065,0.8,"Sunitinib"
"LSM7",5.69409281525268,4.35218000940546,1.30833118183237,0.0128412623372195,58.7866108786611,0.6,24.7167270773713,0.8,"Sunitinib"
"MKNK2",3.32552683508494,2.399762385798,1.38577338105043,0.0128412623372195,100,0.6,20.717276070584,0.8,"Sunitinib"
"POLD2",4.60626837388254,3.45721300547721,1.33236464359729,0.0128412623372195,25.7322175732218,0.6,30.8452185903052,0.8,"Sunitinib"
"SNRPA",4.72659061612414,3.65445720561284,1.29337692308029,0.0128412623372195,14.6443514644352,0.6,15.5532010738109,0.8,"Sunitinib"
"ST6GALNAC2",3.80978201516511,2.92311948773821,1.30332750034551,0.0128412623372195,25.3138075313808,0.6,20.9027286489376,0.8,"Sunitinib"
"UPF1",4.03583916259332,3.38313243886552,1.19292969918336,0.0128412623372195,24.0585774058577,0.6,10.0934231457606,0.8,"Sunitinib"
"IFITM2",2.92772376695309,1.28342740983513,2.28117597030999,0.0172688724201217,0,0.6,26.1632738148804,0.8,"Sunitinib"
"AURKA",5.37245520601197,4.5655505758172,1.17673763915108,0.0176722763867224,64.4351464435147,0.6,15.6812896507089,0.8,"Sunitinib"
"COPS5",4.84914293529079,4.03269081213992,1.20245839842049,0.0176722763867224,14.8535564853557,0.6,13.6810097720953,0.8,"Sunitinib"
"CSTF2",4.52277083386376,3.27381097227679,1.38150029802068,0.0176722763867224,59.2050209205021,0.6,41.8257399425958,0.8,"Sunitinib"
"HMGB3",5.45160908435987,4.61175027484586,1.18211281172246,0.0176722763867224,62.3430962343096,0.6,25.717843648648,0.8,"Sunitinib"
"KIF15",2.91690370199057,2.02130715887028,1.44307790589375,0.0176722763867224,59.2050209205021,0.6,21.8626936144539,0.8,"Sunitinib"
"PAPSS2",3.6995663705638,5.00131706415101,0.739718422789461,0.0176722763867224,73.4309623430963,0.6,38.3255651700959,0.8,"Sunitinib"
"RANBP1",8.5860258569061,8.15318553202241,1.05308849199907,0.0176722763867224,24.4769874476988,0.6,5.91300047906562,0.8,"Sunitinib"
"GCNT1",1.78766789282759,0.767566637682823,2.32900676640182,0.0239017976171967,35.5648535564854,0.6,18.7963130758853,0.8,"Sunitinib"
"TFPI2",1.93531787492977,4.76876347857307,0.405832221209022,0.0239017976171967,0,0.6,49.8725210547341,0.8,"Sunitinib"
"CDKN3",5.37127926304104,4.39038804416113,1.22341788675933,0.024027671425442,7.74058577405858,0.6,13.3184873932382,0.8,"Sunitinib"
"CENPM",3.51105110167607,2.40200571274442,1.46171638270773,0.024027671425442,10.0418410041841,0.6,14.7215355295691,0.8,"Sunitinib"
"CKS2",7.35897524949104,6.28487970898729,1.17090152719515,0.024027671425442,76.3598326359833,0.6,23.9065460893913,0.8,"Sunitinib"
"DNMT1",5.35805660696967,4.6984390984211,1.14039077547482,0.024027671425442,41.4225941422594,0.6,17.9649917382478,0.8,"Sunitinib"
"FARSA",5.35199871899608,4.24103574805995,1.26195557805528,0.024027671425442,17.0850767085077,0.6,20.8259508661008,0.8,"Sunitinib"
"NFS1",3.93112469959001,4.78296333612662,0.821901491466072,0.024027671425442,7.74058577405858,0.6,0,0.8,"Sunitinib"
"PSMA2",5.25180173615681,4.38996129693623,1.19632073745663,0.024027671425442,63.3891213389121,0.6,22.940270180638,0.8,"Sunitinib"
"RACGAP1",4.86867225573368,4.09887367034399,1.18780734594465,0.024027671425442,12.1338912133891,0.6,13.6704361455787,0.8,"Sunitinib"
"RARS",5.77829340333894,4.9976172076594,1.15620968218275,0.024027671425442,20.9205020920502,0.6,18.7835434056312,0.8,"Sunitinib"
"RFC4",6.33172767807949,5.61046057637852,1.12855755635067,0.024027671425442,13.3891213389121,0.6,15.592519972011,0.8,"Sunitinib"
"TBRG4",3.29139257378192,2.38483211590085,1.38013596505875,0.024027671425442,30.1255230125523,0.6,18.2898629256881,0.8,"Sunitinib"
"CADM1",0.609120351760838,1.70475915099731,0.357305811442333,0.0314437345458924,8.57740585774059,0.6,33.4472715796525,0.8,"Sunitinib"
"CDC25B",4.15772329389052,3.57347626756196,1.16349542646527,0.0322773460947972,19.2468619246862,0.6,2.89042100628854,0.8,"Sunitinib"
"DHRS1",4.53954840156545,5.12415564198449,0.885911498154137,0.0322773460947972,24.8953974895398,0.6,8.91697305874316,0.8,"Sunitinib"
"DLGAP5",6.06282256112921,5.27912471030639,1.14845223286595,0.0322773460947972,12.1338912133891,0.6,20.5616385444774,0.8,"Sunitinib"
"ECH1",3.93611000202674,5.48091652936522,0.718148138352074,0.0322773460947972,75.9414225941423,0.6,57.7763956662555,0.8,"Sunitinib"
"FOXN3",2.59527350456085,1.73159993189799,1.49877200660096,0.0322773460947972,17.1548117154812,0.6,8.28658335116624,0.8,"Sunitinib"
"HRAS",5.56185087017266,4.14931283589132,1.34042697915254,0.0322773460947972,23.4309623430962,0.6,36.0070118145211,0.8,"Sunitinib"
"ILF3",4.97929795025639,4.18002139150234,1.19121350918895,0.0322773460947972,17.5732217573222,0.6,21.4874666105307,0.8,"Sunitinib"
"INCENP",5.17868475380013,4.40555374268881,1.17549008734586,0.0322773460947972,59.4142259414226,0.6,26.9806542161803,0.8,"Sunitinib"
"NDUFAF4",2.80348707927502,1.91984895028261,1.4602644019793,0.0322773460947972,6.97350069735007,0.6,18.4421359802968,0.8,"Sunitinib"
"NMU",4.61971115047546,2.41643971456012,1.91178415196524,0.0322773460947972,0,0.6,40.2355003337297,0.8,"Sunitinib"
"PRDX4",6.59185259803401,5.729585248556,1.15049385113789,0.0322773460947972,24.6861924686193,0.6,20.3490797678137,0.8,"Sunitinib"
"RPL14",8.67828883938217,7.93316333055266,1.09392539618589,0.0322773460947972,19.0376569037657,0.6,12.7331182232078,0.8,"Sunitinib"
"RPL39",7.04329264357146,5.92392610840828,1.18895686993367,0.0322773460947972,8.36820083682009,0.6,24.6409009399446,0.8,"Sunitinib"
"SMC6",4.41222011529947,3.81894738394279,1.15534980498845,0.0322773460947972,32.2175732217573,0.6,15.6212708973177,0.8,"Sunitinib"
"STIL",2.88754328706965,2.43799212155298,1.18439401897259,0.0322773460947972,24.0585774058577,0.6,5.04854620426323,0.8,"Sunitinib"
"TFDP1",4.65653131593988,3.60381086835849,1.29211312303437,0.0322773460947972,38.2845188284519,0.6,19.6239989174884,0.8,"Sunitinib"
"UBE2D1",3.45437870961811,2.5840970846055,1.33678364106257,0.0322773460947972,19.8744769874477,0.6,23.0641723551442,0.8,"Sunitinib"
"PDK4",0.68386652342117,1.59834102333054,0.42786020845299,0.0421027181166024,9.4142259414226,0.6,14.0613491330607,0.8,"Sunitinib"
"CAD",2.90580943940955,2.37391318269342,1.2240588495796,0.0428436018280164,15.0627615062762,0.6,9.24078132808235,0.8,"Sunitinib"
"CBX3",6.82274820604304,6.46574520812431,1.05521451687737,0.0428436018280164,55.6485355648536,0.6,6.65607942691378,0.8,"Sunitinib"
"ETFDH",2.84453463366499,3.45537542879741,0.823220136937473,0.0428436018280164,0,0.6,7.87315667218165,0.8,"Sunitinib"
"POP7",3.79199636366855,2.73492731845124,1.38650717994799,0.0428436018280164,12.9707112970711,0.6,21.575493114461,0.8,"Sunitinib"
"RAP2B",3.20018943191237,2.49666708117728,1.28178460638146,0.0428436018280164,50.2092050209205,0.6,27.7805045831887,0.8,"Sunitinib"
"SMARCC1",5.04481774595334,4.32258375402061,1.16708386303931,0.0428436018280164,75.5230125523013,0.6,22.2194766230584,0.8,"Sunitinib"
"AKR1C2",1.66782903550134,5.39504937345979,0.309140643588175,0.00313999281897883,85.3980417198808,1,100,1,"Celastrol"
"GCLC",4.44823714102122,5.860285730131,0.759047825629107,0.00653616117424268,24.0400170285228,1,41.1400565263461,1,"Celastrol"
"MAN1A1",0.977867103532261,2.57425284375848,0.37986443557912,0.008969389134836,98.3610046828438,1,73.3408408452314,1,"Celastrol"
"NR4A3",0.407342446755146,1.35153121891787,0.30139329454875,0.00915537790418632,66.5197956577267,1,38.5666238679725,1,"Celastrol"
"NR4A2",1.00979986536072,2.47847272887637,0.407428273708913,0.00921779734705493,76.2409535972754,1,62.4918651059052,1,"Celastrol"
"P4HA1",3.86679260418138,4.86064542573222,0.795530688930858,0.00921779734705493,100,1,40.9250905862547,1,"Celastrol"
"PHEX",0.372515214397786,1.29866919910897,0.28684380491458,0.0120506007705679,0.170285227756492,1,24.5658412042633,1,"Celastrol"
"PARD6G",4.43076881566474,3.54991468769227,1.24813388643576,0.0128412623372195,78.2737335036186,1,28.5446494951848,1,"Celastrol"
"KYNU",2.51658002755333,5.05777072545537,0.497567043695275,0.0175710667676868,20.825883354619,1,74.6247032613133,1,"Celastrol"
"SECTM1",0.900017002121656,2.37927268176293,0.378274003236478,0.0175710667676868,21.6560238399319,1,52.4280319907627,1,"Celastrol"
"ME1",2.87409437505947,4.18217932754764,0.6872240881992,0.0176722763867224,18.2013622818221,1,23.2958147093346,1,"Celastrol"
"MYL12B",7.70850731615494,6.81586316403743,1.13096567971425,0.0176722763867224,41.6815666240954,1,22.0913054217746,1,"Celastrol"
"SERINC1",5.1315151718187,5.69405724124497,0.901205406691122,0.0176722763867224,93.4120902511707,1,29.285945631266,1,"Celastrol"
"SLC6A8",4.29138578919094,2.92604652285052,1.4666157067832,0.0176722763867224,34.1421881651767,1,51.7393619804251,1,"Celastrol"
"ATP2B1",4.28978282073813,5.09361810877851,0.842187759098974,0.024027671425442,19.4806300553427,1,19.8098289697857,1,"Celastrol"
"DRAM1",2.3296682817233,3.03668655623536,0.767174431269399,0.024027671425442,31.0131971051511,1,10.2823838768705,1,"Celastrol"
"EFEMP2",3.02988352933154,2.13275356521537,1.42064398754179,0.024027671425442,73.8484461472967,1,54.5816589219322,1,"Celastrol"
